OCE_E_CSI-OCE
,<= 3s,0.120594637151,2604
,<= 2s,0.0709952299356,1533

OCE_B_RSI-OCC
,<= 2s,0.932848608345,20143
,<= 1s,0.0281572731904,608
,<= 20s,0.012967165285,280
,<= 10s,0.00736349742972,159
,<= 3s,0.00541842263697,117
,> 1h,0.0052794887232,114
,<= 4s,0.00250081044783,54
,<= 5s,0.00134302783309,29
,<= 1m,0.0012967165285,28
,<= 6s,0.00125040522392,27
,<= 5m,0.000463113045895,10
,<= 30s,0.000370490436716,8
,<= 30m,0.000185245218358,4
,<= 45m,0.000185245218358,4
,<= 20m,0.000138933913768,3
,<= 1h,0.000138933913768,3
,<= 10m,9.26226091789e-05,2

OCC_C_CSI-OCE
,<= 1s,0.770053723601,16627
,<= 2s,0.0859577621341,1856
,<= 3s,0.0739162652834,1596
,<= 4s,0.0700722489811,1513

OCE_B_RSI-OCE
,<= 2s,0.671591330122,14501
,<= 1s,0.310855872545,6712
,<= 3s,0.00838273434605,181
,<= 4s,0.00338088180808,73
,<= 10s,0.00208410522416,45
,<= 5s,0.00120414968507,26
,<= 6s,0.000787328640237,17
,<= 20s,0.00064838829196,14
,<= 45m,0.000277880696554,6
,<= 20m,0.000185253797703,4
,<= 1m,0.000185253797703,4
,<= 5m,0.000138940348277,3
,<= 10m,9.26268988514e-05,2
,<= 30m,9.26268988514e-05,2
,<= 30s,4.63134494257e-05,1
,<= 1h,4.63134494257e-05,1

OCE_E_CSI-OCC
,<= 1s,1.0,21593

